id,first_name,last_name,middle_name,sex,dob,ssn,region
17725,SHERRY        ,MORSE                    ,Z             ,2,19630510,401926865,M620
17726,SHERRY        ,LANGKABEL                ,CYRUS         ,2,19740407,401713516,L521
17727,SHERRY        ,CATHEY                   ,BIANCA        ,2,19780613,999999999,C300
17728,SHERRY        ,MORRIS                   ,HEINLEIN      ,2,19380926,402064834,M620
17729,SHERRY        ,ROUSSEL                  ,HALLUM        ,2,19510104,402228296,R240
17730,SHERRY        ,ALDRICH                  ,M             ,2,19739999,402323694,A436
17731,SHERRY        ,CURRY                    ,AKER          ,2,19730517,403328284,C600
17732,SHERRY        ,DAHLQUIST                ,APRIL         ,2,19740628,403794404,D422
17733,SHERRY        ,ARIAS                    ,P             ,2,19571207,403257582,A620
17734,SHERRY        ,ORLANDER                 ,A             ,2,19851009,403863700,O645
17735,SHERRY        ,COGGINS                  ,I             ,2,19550417,404677372,C252
17736,SHERRY        ,KELLEY                   ,CONSUELO      ,2,19810703,404065114,K400
17737,SHERRY        ,THOMPSON                 ,H             ,2,19620912,404167763,T512
17738,SHERRY        ,PETERSEN                 ,Y             ,2,19370307,404420000,P362
17739,SHERRY        ,CLAY                     ,WHITTLESEY    ,2,19840125,404807685,C400
17740,SHERRY        ,SWENSON                  ,              ,2,19390123,999999999,S525
17741,SHERRY        ,LONG                     ,S             ,2,19481230,404943725,L520
17742,SHERRY        ,MARR                     ,COURTNEY      ,2,19441010,404491938,M600
17743,SHERRY        ,GRAMMER                  ,T             ,2,19500119,405476250,G656
17744,SHERRY        ,RIVERA                   ,RAHN          ,2,19771025,405116457,R160
17745,SHERRY        ,ARNOLD                   ,BURNHAM       ,2,19350514,405850385,A654
17746,SHERRY        ,SCHOOLCRAFT              ,RUNION        ,2,19450223,405024769,S426
17747,SHERRY        ,CUMMINGS                 ,MILLSAP       ,2,19891120,405666496,C552
17748,SHERRYL       ,COLMAN                   ,F             ,2,19491110,401639018,C455
17749,SHERYL        ,KING                     ,I             ,2,19490526,999999999,K520
17750,SHERYL        ,HEYER                    ,HARTMAN       ,2,19441101,403182925,H600
17751,SHERYL        ,GENDREAU                 ,BULLOCK       ,2,19430518,403502711,G536
17752,SHERYL        ,BEARD                    ,DOVIE         ,2,19530622,999999999,B630
17753,SHERYL        ,BASS                     ,LATRICIA      ,2,19530909,404325605,B200
17754,SHERYL        ,ANDERSON                 ,DONAHOE       ,2,19411004,404372417,A536
17755,SHERYL        ,MCCOY                    ,L             ,2,19430207,404133366,M200
17756,SHERYL        ,FERNANDEZ                ,DANIEL        ,2,19440912,405491239,F655
17757,SHIELA        ,CHASS                    ,F             ,2,19429999,403908855,C200
17758,SHIRA         ,COODY                    ,S             ,2,19900217,401800420,C300
17759,SHIRLEE       ,CAMACHO                  ,BOBBIE        ,2,19500420,401131222,C520
17760,SHIRLEE       ,CORNISH                  ,BARTHOLOMEW   ,2,19490527,405572166,C652
17761,SHIRLENE      ,MARIN                    ,JEREL         ,2,19360818,402479541,M650
17762,SHIRLEY       ,BYINGTON                 ,ASHELY        ,2,19810507,401041247,B523
17763,SHIRLEY       ,TEDESCO                  ,CHRISTI       ,2,19670206,401386338,T320
17764,SHIRLEY       ,COMSTOCK                 ,HERIBERTO     ,2,19751003,401662856,C523
17765,SHIRLEY       ,DIMICK                   ,CASSIDY       ,2,19531201,401184894,D520
17766,SHIRLEY       ,PARROTT                  ,STRIBLING     ,2,19610601,401868209,P630
17767,SHIRLEY       ,BLANKENSHIP              ,RIDGE         ,2,19840915,401158602,B452
17768,SHIRLEY       ,ROBERTS                  ,O             ,2,19800723,401254508,R163
17769,SHIRLEY       ,MERAZ                    ,ALEXUS        ,2,19310302,401175415,M620
17770,SHIRLEY       ,CAMPBELL                 ,SIMNING       ,2,19590114,401470285,C514
17771,SHIRLEY       ,ARMSTRONG                ,CARSEY        ,2,19410708,401244567,A652
17772,SHIRLEY       ,SMITH                    ,RODNEY        ,2,19351104,401981415,S530
17773,SHIRLEY       ,DAY                      ,T             ,2,19861006,401731016,D000
17774,SHIRLEY       ,WIMBUSH                  ,NORBY         ,2,19510927,401808453,W512
17775,SHIRLEY       ,SHOOK                    ,FLETA         ,2,19441207,401057035,S200
17776,SHIRLEY       ,JANIS                    ,Q             ,2,19720325,401015116,J520
17777,SHIRLEY       ,HA                       ,ARMACOST      ,2,19839999,402793809,H000
17778,SHIRLEY       ,DILLARD                  ,N             ,2,19381208,402977760,D463
17779,SHIRLEY       ,LEON                     ,DESTINEY      ,2,19450121,402668552,L500
17780,SHIRLEY       ,BENITES                  ,P             ,2,19610829,402842449,B532
17781,SHIRLEY       ,FOSTER                   ,B             ,2,19591122,402857024,F236
17782,SHIRLEY       ,SPERO                    ,TARA          ,2,19351206,402312193,S160
17783,SHIRLEY       ,CHESSON                  ,CLAUDE        ,2,19610610,402970352,C250
17784,SHIRLEY       ,BEAUDOIN                 ,ELOUISE       ,2,19770507,402117585,B350
17785,SHIRLEY       ,MAY                      ,DONNIE        ,2,19771010,402341716,M000
17786,SHIRLEY       ,JOHNSTON                 ,Q             ,2,19860730,403831689,J523
17787,SHIRLEY       ,HOUSTON                  ,Q             ,2,19630611,403378798,H235
17788,SHIRLEY       ,BLANC                    ,RIDOUT        ,2,19561009,403299739,B452
17789,SHIRLEY       ,SOWA                     ,MALLORY       ,2,19681220,403699474,S000
17790,SHIRLEY       ,BLACKSTOCK               ,JUSTYN        ,2,19610214,403852156,B423
17791,SHIRLEY       ,ROARK                    ,FRANCISCO     ,2,19530908,403032680,R620
17792,SHIRLEY       ,PATE                     ,EMMETT        ,2,19510820,403803029,P300
17793,SHIRLEY       ,TAYLOR                   ,Y             ,2,19521210,403353062,T460
17794,SHIRLEY       ,FARMER                   ,              ,2,19451226,403140455,F656
17795,SHIRLEY       ,MARINO                   ,L             ,2,19510127,403747692,M650
17796,SHIRLEY       ,LOPEZ                    ,DOBBINS       ,2,99999999,403832468,L120
17797,SHIRLEY       ,CYPHERS                  ,CRAWLEY       ,2,19610224,403732399,C162
17798,SHIRLEY       ,GEIGER                   ,E             ,2,19700806,403587652,G260
17799,SHIRLEY       ,LUCAS                    ,ENRICO        ,2,19750126,403681146,L220
17800,SHIRLEY       ,YOW                      ,HARDMAN       ,2,19540624,403829203,Y000
17801,SHIRLEY       ,LEONARD                  ,Z             ,2,19890105,404320278,L563
17802,SHIRLEY       ,WALKER                   ,OLA           ,2,19510625,404711409,W426
17803,SHIRLEY       ,SLAYTON                  ,I             ,2,19440220,404099513,S435
17804,SHIRLEY       ,BURNS                    ,H             ,2,19329999,404372711,B652
17805,SHIRLEY       ,SMALL                    ,D             ,2,19890410,404636948,S540
17806,SHIRLEY       ,WISEMAN                  ,I             ,2,19340826,404915984,W255
17807,SHIRLEY       ,MANNING                  ,LILIAN        ,2,19470123,404880855,M552
17808,SHIRLEY       ,TRUDELL                  ,O             ,2,19601006,404250921,T634
17809,SHIRLEY       ,MARTINEZ                 ,GERHARD       ,2,19540104,404480411,M635
17810,SHIRLEY       ,HART                     ,DALLAS        ,2,19470220,404101277,H630
17811,SHIRLEY       ,MAYER                    ,Z             ,2,19800419,404879107,M600
17812,SHIRLEY       ,MARCUS                   ,FREED         ,2,19839999,404478555,M622
17813,SHIRLEY       ,WEISS                    ,Y             ,2,19820821,404403117,W200
17814,SHIRLEY       ,FIELDS                   ,BENFIELD      ,2,19460116,404917158,F432
17815,SHIRLEY       ,TURNER                   ,HEGGIE        ,2,19551214,404375008,T656
17816,SHIRLEY       ,HUDOCK                   ,HERLIHY       ,2,19821124,404502820,H320
17817,SHIRLEY       ,MARRERO                  ,FUTCH         ,2,19480730,404087721,M660
17818,SHIRLEY       ,LEE                      ,I             ,2,19461123,404609967,L000
17819,SHIRLEY       ,NICHOLS                  ,R             ,2,19440803,404418559,N242
17820,SHIRLEY       ,MARX                     ,LISE          ,2,19421114,404135850,M620
17821,SHIRLEY       ,ADAMS                    ,L             ,2,19710105,404959312,A352
17822,SHIRLEY       ,SPENCER                  ,CONNERS       ,2,19580613,404449858,S152
17823,SHIRLEY       ,SEWELL                   ,BRIGITTE      ,2,19820804,404928708,S400
17824,SHIRLEY       ,DOUGHERTY                ,TEDFORD       ,2,19341221,405421523,D263
17825,SHIRLEY       ,PETERSON                 ,COOPER        ,2,19540114,405291219,P362
17826,SHIRLEY       ,SANCHEZ                  ,DENNIE        ,2,19420430,405234028,S522
17827,SHIRLEY       ,ROMERO                   ,VERWEY        ,2,19830531,405264555,R560
17828,SHIRLEY       ,GRUND                    ,CLEAVELAND    ,2,19750115,999999999,G653
17829,SHIRLEY       ,REEDER                   ,V             ,2,19341230,999999999,R360
17830,SHIRLEY       ,BOBO                     ,ALYSHA        ,2,19880818,405395700,B100
17831,SHIRLEY       ,WALBORN                  ,ERHARD        ,2,19790513,405342742,W416
17832,SHIRLEY       ,NICKERSON                ,S             ,2,19660319,405885713,N262
17833,SHIRLEY       ,KING                     ,OLE           ,2,19391127,999999999,K520
17834,SHIRLEY       ,NANCE                    ,LAUX          ,2,19680122,403972116,
17835,SIBYL         ,MCVAY                    ,CLAUNCH       ,2,19380427,401104855,M210
17836,SIBYL         ,BURKE                    ,BIGBEE        ,2,19351005,401057427,B620
17837,SIDNEY        ,HILL                     ,L             ,1,19300513,408047905,H400
17838,SIDNEY        ,FLOYD                    ,TATUM         ,1,19630429,409047301,F430
17839,SIDNEY        ,LEHMAN                   ,BOURN         ,1,19871207,412228901,L550
17840,SIDNEY        ,COHEN                    ,F             ,1,19851119,412738735,C500
17841,SIERRA        ,HAMILTON                 ,J             ,2,19790227,402118223,H543
17842,SIERRA        ,HYDE                     ,G             ,2,19621026,404295942,H300
17843,SIGRID        ,COULSON                  ,J             ,2,19420827,999999999,C425
17844,SILVIA        ,GRAVELY                  ,T             ,2,19811024,401592559,G614
17845,SILVIA        ,MORGAN                   ,E             ,2,19640716,402933587,M625
17846,SILVIA        ,SAYRE                    ,BRINTON       ,2,19780226,404645304,S600
17847,SILVIA        ,JUSTUS                   ,K             ,2,19451212,404019141,J232
17848,SILVIA        ,BUMBALOUGH               ,CONNOR        ,2,19661016,405582035,B514
17849,SIMON         ,ELEM                     ,Q             ,1,19780907,407420867,E450
17850,SIMON         ,HOWARD                   ,IZORA         ,1,19881109,412309987,H630
17851,SIMON         ,WALSH                    ,HIMES         ,1,19850707,412348895,W420
17852,SIU           ,SPERO                    ,CLINT         ,2,19420601,403948976,S160
17853,SLYVIA        ,WILLIAMS                 ,MERRICK       ,2,19520728,404059551,W452
17854,SOCORRO       ,CLARK                    ,A             ,2,19830904,404549811,C462
17855,SOCORRO       ,WILSON                   ,DAISY         ,2,19600802,404778333,W425
17856,SOFIA         ,PARISI                   ,NIKOLAS       ,2,19810503,999999999,P620
17857,SOFIA         ,VALLONE                  ,CHERI         ,2,19381228,403167008,V450
17858,SOFIA         ,MEYER                    ,Z             ,2,19421019,999999999,M600
17859,SOLANGE       ,FORTE                    ,DOYLE         ,2,19710119,404193877,F630
17860,SOLANGE       ,DOMINGUEZ                ,HULDA         ,2,19521105,404649745,D552
17861,SOLEDAD       ,GILBERT                  ,FICKLIN       ,2,19400207,401382116,G416
17862,SOMER         ,HOWERTON,MATTSON       ,2,19390106,403051908,
17863,SONDRA        ,GREY                     ,WENDELL       ,2,19479999,401597813,G600
17864,SONIA         ,QUICK                    ,KUZMINSKI     ,2,19760208,999999999,Q200
17865,SONIA         ,JOHNSON                  ,PROCTER       ,2,19500326,402024781,J525
17866,SONIA         ,KESSENICH                ,JAKOB         ,2,19361112,402830649,K252
17867,SONIA         ,HOLZWART                 ,F             ,2,19381225,402260041,H426
17868,SONIA         ,HAZARD                   ,HODO          ,2,19360111,403866753,H263
17869,SONIA         ,FITZWATER                ,BREANA        ,2,19591207,403769812,F323
17870,SONIA         ,THOMPSON                 ,NELL          ,2,19440707,404446219,T512
17871,SONIA         ,PARK                     ,HODGSON       ,2,19320904,404335679,P620
17872,SONIA         ,LEWIS                    ,V             ,2,19311117,999999999,L200
17873,SONJA         ,CORBY                    ,TANIKA        ,2,19750309,402337355,C610
17874,SONJA         ,STEVENS                  ,BRENNAN       ,2,19301217,402864186,S315
17875,SONJA         ,HOLCOMB                  ,BLOODWORTH    ,2,19820220,403245968,H425
17876,SONJA         ,RATHBURN                 ,M             ,2,19360224,403251626,R316
17877,SONJA         ,TYLER                    ,KUEHN         ,2,19621025,404274435,T460
17878,SONJA         ,NESTER                   ,OTTO          ,2,19310127,404585291,N236
17879,SONJA         ,MASSINGILL               ,MARGARITO     ,2,19429999,404125668,M252
17880,SONJA         ,JANIK                    ,A             ,2,19600914,404008905,J520
17881,SONJA         ,CASAREZ                  ,HAYLIE        ,2,19880709,405203283,C262
17882,SONJA         ,PACHECO                  ,              ,2,19410302,405649947,P220
17883,SONYA         ,ANDERSEN                 ,I             ,2,19310907,403759227,A536
17884,SONYA         ,KULACZ                   ,U             ,2,19370205,405374100,K420
17885,SONYA         ,GOLDFARB                 ,RADABAUGH     ,2,19660703,405191076,G431
17886,SOOK          ,PARKER                   ,JERE          ,2,19760415,404588483,P626
17887,SOON          ,WEAVER                   ,COOMES        ,2,19620720,402402832,W160
17888,SOON          ,ALTAMIRANO               ,Q             ,2,19471120,403130946,A435
17889,SOPHIA        ,MILLER                   ,FINLAYSON     ,2,19740918,402721465,M460
17890,SOPHIA        ,HUNTER                   ,WENSTROM      ,2,99999999,403867793,H536
17891,SOPHIE        ,WILLIAMS                 ,BOWE          ,2,19791017,404499431,W452
17892,SOPHIE        ,SCOTT                    ,DEANA         ,2,19461220,405553027,S300
17893,SORAYA        ,HULBERT                  ,LEEANN        ,2,19490826,405039247,H416
17894,SPARKLE       ,SCHLUTER                 ,CHEYANNE      ,2,19400121,403785859,S436
17895,SPENCER       ,RUPERT                   ,X             ,1,19860604,412494700,R163
17896,STACEE        ,KELLER                   ,SHELBY        ,2,19731222,404981865,K460
17897,STACEY        ,BROWN                    ,L             ,2,19850226,401974017,B650
17898,STACEY        ,LAMBERT                  ,ALLYN         ,2,19720302,999999999,L516
17899,STACEY        ,ASHWORTH                 ,FROGGE        ,2,19800317,403218833,A263
17900,STACEY        ,PRICE                    ,ILENE         ,2,19520310,403828013,P620
17901,STACEY        ,BURNS                    ,H             ,2,19810607,403162677,B652
17902,STACEY        ,TOMLIN                   ,BYRON         ,2,19720607,403926979,T545
17903,STACEY        ,SHEFFIELD                ,ALVERTA       ,2,19510728,403892293,S143
17904,STACEY        ,FERGUSON                 ,HUX           ,2,19810926,403791777,F622
17905,STACEY        ,NANCE                    ,L             ,2,19421217,403200973,N520
17906,STACEY        ,BOESE                    ,J             ,2,19780819,403819380,B200
17907,STACEY        ,SUGGS                    ,DREHER        ,2,19680417,403518887,S200
17908,STACEY        ,NOURSE                   ,HEGARTY       ,2,19300317,403538004,N620
17909,STACEY        ,HORTON                   ,M             ,2,19810213,403731444,H635
17910,STACEY        ,COLLINS                  ,B             ,2,19820701,404895685,C452
17911,STACEY        ,HOANG                    ,G             ,2,19860512,404303177,H520
17912,STACEY        ,MILLER                   ,MARCIE        ,2,19891213,404368317,M460
17913,STACEY        ,WILSON                   ,BLOXHAM       ,2,19600522,405087748,W425
17914,STACEY        ,BIRK                     ,              ,1,19821019,408421830,B620
17915,STACEY        ,BIRK                     ,BUNN          ,1,19821019,999999999,
17916,STACI         ,GORMAN                   ,ALBERT        ,2,19880330,403843308,G655
17917,STACI         ,CORTEZ                   ,BIRCHFIELD    ,2,19350730,405300722,C632
17918,STACIE        ,WALL                     ,U             ,2,19651008,401249862,W400
17919,STACIE        ,CLARK                    ,C             ,2,19440915,402478041,C462
17920,STACIE        ,GOOD                     ,MELROSE       ,2,19510801,402167487,G300
17921,STACIE        ,HOPKINS                  ,CALLAR        ,2,19420619,405029015,H125
17922,STACIE        ,HUNT                     ,GRACIELA      ,2,99999999,999999999,H530
17923,STACY         ,MIDDLETON                ,NANCY         ,2,19541006,401989113,M343
17924,STACY         ,MITCHELL                 ,P             ,2,19460611,401211199,M324
17925,STACY         ,OAKMAN                   ,X             ,2,19730619,402504150,O255
17926,STACY         ,SINQUEFIELD              ,G             ,2,19520328,402789866,S521
17927,STACY         ,HANSON                   ,RUPP          ,2,19791201,402959467,H525
17928,STACY         ,ANDERSON                 ,JARON         ,2,19580612,402590832,A536
17929,STACY         ,BURFORD                  ,Q             ,2,19621225,404239974,B616
17930,STACY         ,TAN                      ,J             ,2,19310416,404340361,T500
17931,STACY         ,TOUCHETTE                ,T             ,2,19450318,404705124,T230
17932,STACY         ,MULCAHY                  ,HEUTON        ,2,19360515,404742603,M420
17933,STACY         ,GITTENS                  ,CALLOWAY      ,2,19571115,404270118,G352
17934,STACY         ,HONAKER                  ,BISHOP        ,2,19710201,405100918,H526
17935,STACY         ,SMITH                    ,LISETTE       ,2,19480725,405928507,S530
17936,STACY         ,ROUNDTREE                ,OKEY          ,2,19729999,405276414,R536
17937,STACY         ,MOON                     ,NEREIDA       ,2,19350119,405301756,M500
17938,STACY         ,SWAN                     ,A             ,1,19381105,407123665,S500
17939,STACY         ,BROOKS                   ,F             ,1,19411223,407791806,B620
17940,STACY         ,SHIPMAN                  ,U             ,1,19810731,412540397,S155
17941,STACY         ,RAU                      ,BENN          ,1,19470225,412929140,R000
17942,STACY         ,MANZ                     ,HILDEGARD     ,1,19650902,412481968,M520
17943,STACY         ,SANDOVAL                 ,NOREEN        ,1,19641102,412602063,S531
17944,STAECY        ,LENNY                    ,S             ,2,19860614,999999999,L500
17945,STANLEY       ,COWAN                    ,BURHANS       ,1,19310518,407320282,C500
17946,STANLEY       ,HUNSINGER                ,ALDA          ,1,19770429,407567681,H525
17947,STANLEY       ,REED                     ,X             ,1,19880220,408078860,R300
17948,STANLEY       ,GOEHRING                 ,T             ,1,19851017,408183956,G652
17949,STANLEY       ,RINGLAND                 ,X             ,1,19670728,409399715,R524
17950,STANLEY       ,WRIGHT                   ,K             ,1,19570731,412251782,W623
17951,STANLEY       ,WALTON                   ,GRAHAM        ,1,19450304,999999999,W435
17952,STANLEY       ,VELARDE                  ,BERRY         ,1,19510702,412139503,V463
17953,STANLEY       ,ARNOLD                   ,SCHILLINGER   ,1,19781123,412611735,A654
17954,STANLEY       ,OUELLETTE                ,EXTON         ,1,19361108,412062097,O430
17955,STANLEY       ,CONKLIN                  ,CAPERS        ,1,19381128,999999999,C524
17956,STARLA        ,WHEELER                  ,KRISTIAN      ,2,19450615,402125274,W460
17957,STARLA        ,ALLISON                  ,BLAKELEY      ,2,19700328,404382886,A425
17958,STARR         ,WILLIAMS                 ,VIRGILIO      ,2,19351214,403523848,W452
17959,STARR         ,FRITH                    ,HARBISON      ,2,19740117,999999999,F630
17960,STEFANIE      ,HUNTER                   ,MELLIE        ,2,19710404,999999999,H536
17961,STEFANIE      ,FUNES                    ,ADAIR         ,2,19410704,404308316,F520
17962,STEFANIE      ,LOMAX                    ,S             ,2,19891222,404497039,L520
17963,STEFANIE      ,LASALLE                  ,DEVONTE       ,2,19731120,405410528,L240
17964,STELLA        ,BANKS                    ,P             ,2,19429999,401097450,B520
17965,STELLA        ,MCKEON                   ,CARISA        ,2,19780912,402897646,M250
17966,STELLA        ,ALLEN                    ,HORD          ,2,19501205,402051423,A450
17967,STELLA        ,BALLARD                  ,PHIFER        ,2,19571216,402140463,B463
17968,STELLA        ,COOK                     ,CORSON        ,2,19791220,402139763,C200
17969,STELLA        ,SMITH                    ,L             ,2,19470621,402120611,S530
17970,STELLA        ,CAIVANO                  ,ALBERTINE     ,2,19670614,402576284,C150
17971,STELLA        ,ELLENS                   ,HARVILLE      ,2,19691229,402725183,E452
17972,STELLA        ,MCGRAW                   ,Q             ,2,19361201,999999999,M260
17973,STELLA        ,SURFACE                  ,WHITT         ,2,19860711,403973402,S612
17974,STELLA        ,WALKER                   ,ROEL          ,2,19490607,403752658,W426
17975,STELLA        ,LAND                     ,LEVAR         ,2,19459999,404276138,L530
17976,STELLA        ,PORTO                    ,MARGARETT     ,2,19500215,404415431,P630
17977,STELLA        ,THORNHILL                ,EFFIE         ,2,19800902,404930451,T654
17978,STELLA        ,EDMOND                   ,G             ,2,19520504,405885707,E355
17979,STEPANIE      ,DUGAS                    ,              ,2,19890717,405365738,D220
17980,STEPHAN       ,BRANTLEY                 ,F             ,1,19600212,999999999,B653
17981,STEPHAN       ,SOSA                     ,DEMPSEY       ,1,19700730,412970306,S200
17982,STEPHAN       ,DARNELL                  ,TOMMIE        ,1,19590316,412490651,D654
17983,STEPHANI      ,ADAMS                    ,BRYSON        ,2,19560910,403157579,A352
17984,STEPHANIE     ,MILLS                    ,CONNOR        ,2,19350317,401285568,M420
17985,STEPHANIE     ,ROHRBAUGH                ,A             ,2,19640402,401902738,R612
17986,STEPHANIE     ,PETTY                    ,MAXIMINO      ,2,19800615,401236619,P300
17987,STEPHANIE     ,BURRELL                  ,J             ,2,19610122,401377756,B640
17988,STEPHANIE     ,TROYANI                  ,R             ,2,19809999,401077747,T650
17989,STEPHANIE     ,PETERSON                 ,Y             ,2,19670306,401433385,P362
17990,STEPHANIE     ,SANTANA                  ,CLAUDIO       ,2,19320409,401170431,S535
17991,STEPHANIE     ,BULL                     ,E             ,2,19421024,999999999,B400
17992,STEPHANIE     ,WAGNER                   ,Q             ,2,19810218,402612467,W256
17993,STEPHANIE     ,JAMES                    ,A             ,2,99999999,402235198,J520
17994,STEPHANIE     ,MONTAGNA                 ,T             ,2,19650510,402744949,M532
17995,STEPHANIE     ,WALKER                   ,W             ,2,19610502,402821580,W426
17996,STEPHANIE     ,HENLEY                   ,SALLY         ,2,19570930,402389504,H540
17997,STEPHANIE     ,HUNT                     ,MARYJANE      ,2,19761219,402311054,H530
17998,STEPHANIE     ,DELOSSANTOS              ,D             ,2,19880309,402484618,D425
17999,STEPHANIE     ,RHOADES                  ,Z             ,2,19600209,402738351,R320
18000,STEPHANIE     ,MCDONALD                 ,V             ,2,19401204,402096859,M235
18001,STEPHANIE     ,MILLER                   ,NOEL          ,2,19350713,402698647,M460
18002,STEPHANIE     ,SHEPARD                  ,E             ,2,19310829,402171777,S163
18003,STEPHANIE     ,GULLETT                  ,ARTURO        ,2,19510310,402101695,G430
18004,STEPHANIE     ,BURGESS                  ,SILAS         ,2,19830915,402705930,B622
18005,STEPHANIE     ,YOUNG                    ,GISH          ,2,19900304,402433180,Y520
18006,STEPHANIE     ,SMITH                    ,HARLAND       ,2,19600221,402850413,S530
18007,STEPHANIE     ,HAJEK                    ,U             ,2,19820623,403850486,H220
18008,STEPHANIE     ,BACCUS                   ,DEETS         ,2,19580111,403625576,B220
18009,STEPHANIE     ,MOREAU                   ,ARTZ          ,2,19751127,403790237,M600
18010,STEPHANIE     ,REVELL                   ,BEAMER        ,2,19400201,403168641,R140
18011,STEPHANIE     ,MENDEZ                   ,CARSTENS      ,2,19810917,403980607,M532
18012,STEPHANIE     ,DOTSON                   ,Z             ,2,19450211,403444107,D325
18013,STEPHANIE     ,CASAS                    ,I             ,2,19370623,999999999,C220
18014,STEPHANIE     ,FOISY                    ,J             ,2,19740216,403985257,F200
18015,STEPHANIE     ,MORRISROE                ,JAMI          ,2,19491228,403876609,M626
18016,STEPHANIE     ,LUNA                     ,KERNS         ,2,19340511,403766560,L500
18017,STEPHANIE     ,BIRD                     ,CELINA        ,2,19791101,403112532,B630
18018,STEPHANIE     ,WILLIAMS                 ,U             ,2,19710301,404147674,W452
18019,STEPHANIE     ,GARIBAY                  ,CROKER        ,2,19740802,404788278,G610
18020,STEPHANIE     ,COPELAND                 ,ORVIL         ,2,19640205,404277941,C145
18021,STEPHANIE     ,HAGGARD                  ,COSTON        ,2,19500204,404642184,H263
18022,STEPHANIE     ,TREMBLAY                 ,GARDINER      ,2,19810308,404926728,T651
18023,STEPHANIE     ,TREW                     ,BOHANNON      ,2,19550829,404177087,T600
18024,STEPHANIE     ,CURTIS                   ,Q             ,2,99999999,404937738,C632
18025,STEPHANIE     ,BISSEL                   ,CHERI         ,2,19651022,404269494,B240
18026,STEPHANIE     ,JOHNSON                  ,FAY           ,2,19740902,404955450,J525
18027,STEPHANIE     ,THOMAS                   ,A             ,2,19380521,404868827,T520
18028,STEPHANIE     ,SMITH                    ,LEMPI         ,2,19440125,404466167,S530
18029,STEPHANIE     ,WESTON                   ,LEMAIRE       ,2,19509999,405730996,W235
18030,STEPHANIE     ,PEED                     ,F             ,2,19750626,405412669,P300
18031,STEPHANIE     ,CARSTENSEN               ,DAUM          ,2,19491114,405256905,C623
18032,STEPHANIE     ,HARRISON                 ,W             ,2,19480422,405654051,H625
18033,STEPHANIE     ,SUNDQUIST                ,O             ,2,19360118,405181401,S532
18034,STEPHANIE     ,SELBY                    ,ASHLEY        ,2,19670425,405098368,S410
18035,STEPHANIE     ,NEDELMAN                 ,RODNEY        ,2,19521221,405232987,N345
18036,STEPHANIE     ,WILLIAMS                 ,Z             ,2,19731113,405046297,W452
18037,STEPHANIE     ,HOWERTON                 ,PURDON        ,2,19820206,402307142,
18038,STEPHANIE     ,CASAS                    ,I             ,2,19370623,403738212,
18039,STEPHEN       ,CROSS                    ,RUYLE         ,1,19669999,407691595,C620
18040,STEPHEN       ,MANN                     ,CAUSBY        ,1,99999999,407022127,M500
18041,STEPHEN       ,SIMS                     ,G             ,1,19450529,407230853,S520
18042,STEPHEN       ,RHAMES                   ,JANEL         ,1,19430525,407221569,R520
18043,STEPHEN       ,FLINCHUM                 ,Q             ,1,19610424,407237575,F452
18044,STEPHEN       ,ANGELO                   ,COWDEN        ,1,19760420,407794400,A524
18045,STEPHEN       ,HOFFMANN                 ,X             ,1,19900506,407837112,H155
18046,STEPHEN       ,WALLACE                  ,V             ,1,19480220,407378705,W420
18047,STEPHEN       ,WILSON                   ,TAMMY         ,1,19790812,408406824,W425
18048,STEPHEN       ,TAYLOR                   ,              ,1,19531102,408435391,T460
18049,STEPHEN       ,WISE                     ,V             ,1,19390727,408373943,W200
18050,STEPHEN       ,WILSON                   ,Y             ,1,19331105,409976732,W425
18051,STEPHEN       ,ALKIRE                   ,              ,1,99999999,409105964,A426
18052,STEPHEN       ,BROOKS                   ,HILE          ,1,19880106,409760200,B620
18053,STEPHEN       ,REID                     ,SEAGLE        ,1,19310312,999999999,R300
18054,STEPHEN       ,HARGROVE                 ,SCHROEDER     ,1,19610128,412647543,H626
18055,STEPHEN       ,NORDEN                   ,L             ,1,19519999,412435542,N635
18056,STEPHEN       ,CROSS                    ,PHILIP        ,1,19791212,412447520,C620
18057,STEPHEN       ,THOMPSON                 ,TIMOTHY       ,1,99999999,412418720,T512
18058,STEPHEN       ,ARMSTRONG                ,LEMUEL        ,1,19760829,412522098,A652
18059,STEPHEN       ,EZELL                    ,DUE           ,1,19781208,412201798,E240
18060,STEPHEN       ,ROBINSON                 ,JACOBY        ,1,19540712,412719891,R152
18061,STEPHEN       ,VANCE                    ,EZEKIEL       ,1,19359999,412235676,V520
18062,STEPHEN       ,PALOMBO                  ,BARSTOW       ,1,19660210,412683051,P451
18063,STEPHEN       ,LUPOE                    ,I             ,1,19730624,412509809,L100
18064,STEPHEN       ,MORALES                  ,CLAUD         ,1,19720721,412122783,M642
18065,STEPHEN       ,LYNCH                    ,TRACE         ,1,19581219,412901217,L520
18066,STEPHEN       ,ECKLES                   ,KODY          ,1,19379999,412937422,E242
18067,STEPHEN       ,ARD                      ,MARI          ,1,19380809,412432864,A630
18068,STEPHEN       ,WALL                     ,U             ,1,19830403,412708653,W400
18069,STEPHEN       ,BEVERLY                  ,              ,1,19430706,412748108,B164
18070,STEPHEN       ,FLANNAGAN                ,HAYWARD       ,1,19720621,412660634,F452
18071,STEPHEN       ,AGEBOI                   ,ROLANDO       ,1,19820828,412358470,A210
